doc_id,date,doc_type,speaker,speaker_role,turn_idx,turn_type,chunk_id,chunk_uid,start_sent_idx,end_sent_idx,n_sentences,text
BoE_201708_transcript,20170803,transcript,MC,governor,35,answer,14,BoE_201708_transcript_14,0,8,9,"So you didn't quite accurately quote either of what we said in those cases I'm afraid, Jasper, on important issues, so I'm going to have to correct if you don't mind. The first thing is that what we say, and we go into some detail in the report, is that most measures of domestically-generated inflation are not yet at target-consistent rates, so we detail in the report a series of measures of so-called DGI. They're not yet at rates that have historically been consistent with inflation being at the 2% target. The most obvious and, I would say, the most easily measured and almost cleanest one relates to average weekly earnings and estimates of unit labour costs. We do expect those to build, and I would say that it's not a universal story. There are some that are close to target-consistent rates and even though there may be some element of exchange rate pass through there, we look at those closely. There are signs, and we have an expectation that domestically-generated inflation will build over the course of the forecast period, and of course what we want to happen is that it builds to levels consistent with the inflation target and doesn't overshoot from that point. Which is why we're having as much of a discussion around where supply capacity is and demand relative to that. We did not give any signal on timing of rates."
BoE_201708_transcript,20170803,transcript,MC,governor,37,answer,15,BoE_201708_transcript_15,0,19,18,"Your German readers want to know the answer to this? Let me say a couple of things about that question because it's an important question. I think the first thing is that, in terms of the strike here, it's regrettable and that we were in discussions right up to the day before the strike, including at the ACAS, which is the mediation service. My colleagues at the Bank stand ready to resume discussions at any time. I do want to reassure, which I think is clear, but I'll take the moment to reassure, that given the strike is 1% of employees we're fully covered and operating as business as usual at the institution and will continue to be so. Now, moving to your question which is the broader environment. I think it is 9 important to look at it in the context of the broader environment, and I wouldn't start in the public sector first, I'd start in the private sector. This country has been in a prolonged period of very weak private sector wages. That's related to the productivity performance, but other factors and in fact, we're in a period where, over the course of over a decade now, real incomes are negative, so real income growth relative to where it was prior to the crisis, real income levels in real terms, on average is still below where it was in 2007/8. In that context, for a variety of reasons, it's understandable that there is public sector wage restraint. The Bank of England is separate from the government, it is a public institution and obviously we operate in that context. We operate with a limited budget and we have to be fair, both to our employees, use that limited budget within the group of people who work at the institution to compensate those who are most underpaid relative to their peers and relative to people outside this institution. We have to be fair, to go back to the general point which is to taxpayers, to operate with restraint consistent with the overall environment. That all means difficult decisions that have to be made. We share those difficult decisions with others in the public sector and I think all of us in the public sector are conscious that in the private sector, a series of difficult decisions and disappointments have been there. In the end, to bring it back to monetary policy if I may, monetary policy is not going to shift those fundamental drivers of those wages. Much bigger structural decisions and the big structural decisions are around Brexit and other trading relationships right now in the UK. A series of decisions by private entities, businesses across the country that are of course heavily influenced by Brexit but not exclusively influenced by Brexit, that's what will determine when wages actually sustainably begin to rise."
BoE_201708_transcript,20170803,transcript,MC,governor,40,answer,16,BoE_201708_transcript_16,0,4,4,"Look, relative to the current arrangements, in the medium term, any agreement, and if I isolate it to just to the agreement, that reduces access to aspects of our largest trading partner, is likely to reduce the level of economic activity in this country. The bigger question, of course, is what else comes alongside that? What other agreements might be struck with other trading partners? If you just isolate it to that decision, it has those impacts and entirely understandable uncertainty about that decision and the scope of that is affecting, to varying degrees, financial markets, businesses and households in this country has, feeds back into the balance of demand and supply in this economy, inflationary pressures and the stance of monetary policy."
BoE_201708_transcript,20170803,transcript,MC,governor,42,answer,17,BoE_201708_transcript_17,0,8,7,"I didn't see exactly what Andrew said, but in terms of the companies we supervise, they have started to activate their contingency plans and you see a series of announcements about their contingency plans, potential destinations and in some cases more sophisticated announcements of moves of activity and potentially moves of personnel-, I would say, none of which is news to us, all of which we had line of sight in advance, as you'd expect. In general, the time it takes to move to one variant of end state is something around the order of eighteen months. It varies by institution, it varies by what their assumption is about access, it varies about assumptions about the degree of regulatory cooperation. I think that the converse is also true for institutions that are 10 operating in this country. If you work backwards from that timeline, it gives you a sense of when it would be most useful. The advantages of institutions that potentially have to move to Europe of remaining in London are quite considerable. Certainly there is a path dependence and as people move and clients are restructured and repapered and capital and collateral moves, it becomes more of a fait accompli as time goes on."
BoE_201708_transcript,20170803,transcript,MC,governor,45,answer,18,BoE_201708_transcript_18,0,11,12,"The first thing is, I repeat something I said a moment ago which is I absolutely recognise-, we recognise that a series of difficult decisions have had to be taken in this institution over a number of years-, other public institutions and very much in the private sector as well. The fact is that, you know this, that real income growth has not been this weak in this country since the middle of the 19th century and that is the product of several things. It's very much related first to the financial crisis, and now related to other factors which may prove temporary, but that remains to be seen. These are big, big structural issues that the country has to face. We, as the Monetary Policy Committee, have to deal with the consequences of those. We have looked with respect to the impact of Brexit and the adjustment to Brexit to as much as possible cushion that impact in terms of people in work, because ultimately the biggest distributional issue is between being in work and not being in work, then one moves to appropriately higher order ones. We have looked to cushion that as much as possible. We are in a position where, as you know, unemployment is at a 40-year low and recent job growth has been full- time, the participation rate is high, so we're getting to a point where we have almost done as much as we can on that front. We need to ensure that the other side of the equation, the sustainable return of inflation to target, is achieved. So yes, we absolutely recognise it, but these are much bigger questions, certainly than questions that the Monetary Policy Committee or the Bank can address. A last thing, just to go back to the Bank as an institution, we have to operate within that bigger environment. It is entirely right that we have a limited budget relative to others in the public sector, and that the public sector has a limited budget relative to a private sector where private sector wages as a whole have been growing at quite low rate."
BoE_201708_transcript,20170803,transcript,MC,governor,49,answer,19,BoE_201708_transcript_19,1,4,4,"The approach we always take on fiscal is we don't change our views on fiscal until fiscal policy changes and then we take stock of that. Last autumn, we viewed that in the fall statement, effectively a mini-budget, there was a loosening of fiscal policy or, said more accurately, a slight reduction in the pace of tightening of fiscal policy over the period of time. That was one of the reasons why we marked up our forecast at that time. We will take stock once the budget is in place and having balances is desirable, but the biggest sustainable stimulation to this economy are other structural policies, of which the most important is the outcome of the Brexit negotiations."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,3,answer,0,BoE_201711_transcript_0,0,15,14,"Well, the first thing to say is that, as we've stressed in all our communications, in the forecast, I stressed in my opening remarks, our forecast is conditioned on a market curve which has two additional rate increases over the forecast horizon, and we, in fact, need those two additional rate increases in order to get that return of inflation to target. In fact, if you look closely at the forecast, inflation approaches the target, it doesn't quite get there, and the economy is likely to be in a position of excess demand, in other words, running a little hot at that point. So the judgment of the committee has been that that's the right way to balance the trade-off at this point. There's another way to illustrate the point which, I mean, you'd be familiar with Phil, that we release another forecast, which is just one that has a constant rate. Now the constant rate is at the half a percentage point, the rate at which we've just moved Bank Rate, and if you look at that out to two years, inflation is just below 2.5% in the economy, unemployment is less than 4%, the economy is running above its potential rate of growth. I would 3 remind, and that strikes as a trade-off beyond the tolerance of the MPC, to be clear, I would remind of one other thing, which is that our normal horizon to return inflation to target is 18 to 24 months. Because we're in exceptional circumstances, because there are these headwinds to the economy because of the real income shock, and uncertainty in other factors, we have stretched out that horizon over which to return inflation to target. If there are limits to the degree that we can do that, and certainly, when the economy is in a position where more people are working than ever before, when there's a very limited spare capacity in companies, and when the speed limit, or the rate of potential growth, rate of productivity, different elements of the same thing, saying the same thing, is quite muted, it does require some recalibration of monetary policy. Last point, at the start, you said an important caveat, which is, 'subject to some major development on Brexit,' and as I said in my opening remarks, and we said in the MPS, if there is resolution of some of the big questions around Brexit, transition deal, deal on the end state, you would expect that to effect how the economy functions. You would expect that to change the economic outlook, and if you have those two components, you would expect some recalibration of monetary policy at that point. Monetary policy has the advantage of being the most nimble of the macro-economic levers. I would caution, though, that the consequences of resolution on Brexit are not, and this is something we've said since before the referendum, are not automatic for the path of inflation. Governor, what impact do you expect this rate hike to have on savings rates? Should banks, building societies and others be passing this on in full to savers?"
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,4,answer,1,BoE_201711_transcript_1,0,3,4,"Yes, Hugo, we would, and actually, I'll ask Dave maybe to supplement a bit, we do expect it to be passed on. Banks did pass on the cuts to their depositors, and we expect competition to push it in the other direction, and obviously we will watch it closely. I would say, as well, that in terms of the short term dynamics, since there's a lot of fixed-rate debt, fixed-rate mortgage debt as you know, which isn't going to change in the short term because of the Bank Rate increase, and actually most consumer credit is relatively insensitive to the level of Bank Rate, because there is so much spread on top of it. I mean, if credit card fees are in the high teens percentage points, exactly where Bank Rate doesn't make a big difference to it, and of course student loans are unaffected by this, but on the savings side, we would expect to pass through, and Dave, I'll ask you to supplement."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,8,answer,2,BoE_201711_transcript_2,0,11,10,"Well look, the global economy is firing on, I think, we say most cylinders, although I think we need a twelve-cylinder engine to say most cylinders. I mean, it's eleven out of twelve, the global economy is doing very well. I'd just draw your attention to a capital goods chart that is almost off the charts in the report. So it's not surprising that as growth is picking up in a number of jurisdictions, that the stance of policy is changing, and it's not surprising for those economies that are particularly open that it's having some influence. It creates some possibility, and it's some possibilities of a movement upwards over time in equilibrium rates as well, I've made the point particularly the extent to which this is an investment led, or a heavy investment component to the global recovery. The UK is participating a little less in this global upswing. We are participating in it, 5 net exports make an important contribution to growth, investment is stronger and it's helped by that global growth. It's not as strong as it normally would be, and we are going through a period, in part caused by the fact that we picked up earlier than Europe, but, you know, I think in part caused by idiosyncratic issues here, it's a relatively unusual period of underperformance for the UK at a time when the global is, at least the G7, is doing as well as it is. So synchronised pick-up globally, it makes sense, everyone obviously bound by their own situations, and we have certain unique elements here that we're grappling with. A lot of people watching this will be delighted, and maybe a bit surprised, that you think wage growth is going to pick up."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,9,answer,3,BoE_201711_transcript_3,1,12,12,"We think a couple of things, I'd make two points on the real income squeeze. So obviously there's two elements to that, one is that inflation coming down, and then the Europe question about wage growth picking up. Let me just be clear on the former, the first element of, we do see inflation going a little higher in October, but then as we get into the turn of the year, some of the base effects, sorry to use that terminology, I just lost your viewers, but we see it easing off in 2018. The question is finishing the job and bringing it back to that 2% target over the right horizon. In terms of wage growth, it starts with a labour market that is tightening. The unemployment point I've made, we do see that a variety of indicators that show greater tightness in the labour market. Vacancies are at elevated levels relative to post-crisis, the level of so-called churn in the job market has picked up quite sharply so people are taking risks, moving to new jobs, moving between firms. That's a healthy development, and in fact, if you adjust for self-employment, which has gone up, it's more-or-less back at pre-crisis averages, so that's a positive development. We see that wages for new hires are notably higher than existing wages, so there is that differentiation, but of course, as more people are moving between firms, it can fill out. There's quite strong survey evidence, and I would single out, particularly, our survey evidence, the survey of the Bank agents. So a year ago when we were sitting here, the view of our agents, based on the company visits and the surveys that they do, was that wage growth was not going to pick up in 2017, and they were right. It's actually quite an effective survey, and in fact, it is now, the new survey is that wage growth will pick up in 2018."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,9,answer,4,BoE_201711_transcript_4,13,19,7,"So there are a variety of factors that suggest it. One of the requirements, though, for wage growth picking up, which we shouldn't underestimate, is that productivity picks up as well. One of the reasons why wages have been weak is productivity has been weak, and we do expect some pick-up in productivity associated, not least, with a pick-up of investment and a, sort of, shift between labour and capital. Then the final point is the nature of the jobs that are being created. Part of what we've seen is so-called compositional effects, the nature of jobs have been lower-waged, lower-skilled jobs, or the people who have filled them haven't had the skills yet, and that's had a temporary, we think, a temporary effect on wages. So we do see a pick-up, Simon, it will take, it will gradually build through 2018 into 2019, and the only thing I don't want to mislead is that the rates of wage growth we see towards the end of the forecast are still below historic averages. So we're talking about three and a quarter type percentage point increases in wages, as opposed to north of 4%, which people would have been used to prior to the crisis."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,11,answer,5,BoE_201711_transcript_5,1,11,11,"No, I vote for nimble response, I'll check with my colleagues. Look, I think the way to judge it, so let's talk about the most likely reason for an adjustment in policy in either direction, and I really want to stress that if you take one thing away in either direction, if there is some form of resolution around the big issues around Brexit, either having a transition deal or much greater clarity about the end state. You know, the parties are working hard at the negotiations to solve both of those issues, so when that becomes known, the answers to those questions, almost certainly that is going to have an impact on the way businesses and households think about the future and think about their investment plans, spending plans. It will have, certainly, an impact on a range of financial asset prices, notably the exchange rate, and we, as a committee, will have to step back and assess the new outlook and calibrate policy appropriately. If that's an acceleration in the pace of raising interest rates, because the balance of demand and supply and exchange effects warrant it, that is an appropriate response, nimble, appropriate response. If it requires some more support for the economy, again, because of the mixture of those exchange rates, supply and demand effects and our judgement, that again is a nimble, appropriate response. That's adjusting to a change, and the way we would suggest to think about it is, we have laid out, as best we can, our framework for adjusting to living in these uncertain times, or these exceptional times, and adjusting policy. Since August of 2016, we have very, you know, clearly laid out how we think about the trade-off. Now there are a series of decisions around that, which started with the initial decision to provide stimulus in the wake of the referendum, including guidance on potential for additional stimulus if the forecast went in a certain direction, or if the out-turns went in a certain direction. Then a series of decisions to hold policy, including at times when the trade-off went in an adverse way, so that inflation had a bigger overshoot farther out, relative to what we were gaining in terms of jobs, and then the decision today about, in effect, the limits of that tolerance for the majority of the committee, which, again, is information about how we would react. Different people are going to have different views about the probability of an agreement, the impact of an agreement on the economy, but they have increasing information about how the MPC will view the trade-offs that are involved, and the calibration of policy accordingly."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,13,answer,6,BoE_201711_transcript_6,0,11,8,"Well I, for the purposes of today, I just leave at the guidance that the MPC gave a few years ago, which is a couple fold. One is that we want to use Bank Rate as the marginal instrument of policy, we would like to be in a position where we could go through, effectively, a conventional rate cycle, which implies Bank Rate being notably higher than where it is today, and that, you know, we've just taken a decision today. I don't want to inadvertently send a signal about something that would be much further down the track, given those first two requirements or principals, if you will, of the MPC's approach. The report doesn't really say there's been material change in the economy since the last one. A lot of the inflation we've seen over the last year has been caused by the one-off impact of sterling's devaluation, which will wash out of the system. As the MPC itself says, there's a lot of Brexit uncertainty affecting the economy in a negative way at the moment, and that uncertainty may well, dissipate over the coming months. So why does the MPC feel the need to do this right now, rather than wait to see what happens in the economy over the next few months? While acknowledging that at some point falling unemployment will actually lead to higher wage growth, you have been saying that for quite a long time and it hasn't really materialised."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,14,answer,7,BoE_201711_transcript_7,0,19,18,"No, and it's, you know, Larry, a couple of things on that last point. One of the things you've seen, and it's detailed in the report, is that unit labour costs have picked up fairly steadily. So even though wages have picked up somewhat, and most of the pick-up is in the surveys, as opposed to in the pay-packet, I recognise that, but, unit labour costs are running just below target consistent levels, because non-wage costs have gone up a bit. Now short term, we think that's going to come off for a variety of reasons, and that's detailed in the report, it's flagged in the report, but you do see some build, and again, we can, I mean, Ben if he wants can go on a bit about that. Let's go to your, you know, the premise, one of the premises of your questions, which is things haven't really changed. First, we have, as a committee, and at slightly different speeds and slightly different degrees as the individuals, as you would expect, because people have a slightly different view of the economy, as a committee, have been moving towards the limits of our tolerance of the-, as the trade-off has diminished. I'll remind again, our job, effectively, is to get inflation to get back to target in an 18 to 24 month horizon, that's the normal horizon. We stretched it out to three years, and even then had an overshoot, because we didn't want to take a risk with jobs and activity at a time, under these exceptional circumstances, because a large part of that overshoot caused by sterling, and that was a fundamentally driven move in the currency. Once that trade-off goes away, I mean, once it diminishes, and it's almost gone, the justification for an inflation targeting central bank to continue to overshoot, to continue to miss its target, three years out, disappears, unless you have a view of the economy that is going to re-emerge for some reason. Some members started voting to raise interest rates a few meetings ago. We flagged again, in August, that we felt that the accumulated evidence about the 8 slower rate of potential growth, we flagged in September that if the economy continued to perform roughly like the August forecast that we felt it would be appropriate, given that the trade-off would have largely gone, that it would be appropriate to withdraw some stimulus. What's happened since August is the economy, if anything, has performed slightly better than our forecast in August. So it's not really a surprise, and on the waiting point, you can always wait, but you have to have the discipline, ultimately, of the target, and if you're deviating from the target, you have to get something for it, and we have stretched in order to get quite a bit for it. 325,000 jobs, supporting growth, supported by other factors, but to repeat myself, as you get to the end of that trade-off, you're not getting anything to it except for missing your target farther out, and I'll finish with this, which, as we go into Brexit, we want people to rely on two things out of the Bank of England. One, 'I'm not going to have to worry about inflation, because it's going to be around that 2%,' and we will do what's necessary, and only what's necessary, to get it to 2% and support the economy while we do it and 'I can rely on the core of the financial system, the banks are going to be resilient and healthy,' which is the subject of a press conference here in about four weeks, when we release our stress test. They have lots of other things to think about, businesses have lots of other reorientation to do, there are opportunities, there's risks, all that. Households, you know, could be worried, but these two things, we've got to deliver, and waiting doesn't, in this case, in the judgement of the MPC, the best collective judgement of the MPC, doesn't deliver that. I just wondered, are you comfortable with the current market pricing for future rate hikes that you mentioned was part of the forecast?"
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,15,answer,8,BoE_201711_transcript_8,0,8,7,"Well, it, so to repeat a bit of what I said earlier, which is that we condition our forecast on the average curve that went into the forecast, which had, effectively, two rate hikes, two additional rate hikes over the course of the next three years. Using that, and with all other factors, we see inflation approaching the target, staying a little above at three years, and I'll reference what I just said to Larry, in that regard, and the economy running a little above its potential rate of growth. So broad brush, it gets you roughly where you want to be, but there may be some difference of view on that in the fullness of time. Then the second thing, what clearly doesn't get us back to appropriate management of the trade-off is, arguably, illustrated by the constant rate forecast, which leaves inflation notably, or well materially above target, and the economy in excess demand. Perhaps the biggest reason for the rate hike you've explained today is the very low supply capacity of the UK economy, the potential growth rate of 1.5%. The independent forecasters are about 1.9%, the OBR is significantly higher. What do you have to say to people like Boris Johnson who say, 'You're just a pessimist, you're not being optimistic enough about the UK economy,' or Jacob Rees-Mogg, who would say, 'You're an enemy of Brexit, and you're doing this out of spite?'"
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,16,answer,9,BoE_201711_transcript_9,1,6,6,"So I'm going to ignore the last bit of your question, so this is not a message to any specific individuals. The message to the people of the United Kingdom is that the Bank of England, the MPC, is doing its job, which is to bring inflation sustainably back to target while supporting jobs and activity in this time. So we recognise that people are going through a real income squeeze, it's starting to ease off, the worst of it is easing off and it's starting to turn, as Ben Broadbent mentioned a moment ago, and we don't want it coming back. So we don't want inflation, we want inflation coming back to that 2% target in a sustainable way, and that is going to help make Brexit a success, as is making sure, and again, it's a subject for another day, but as is making sure that the core of the financial system is resilient to any potential Brexit outcome. So both of those 9 things work in the direction of what people would expect, which is that we're working, we're focussed, on making Brexit, our contribution to making Brexit a success, whatever deal in terms of transition or end state is negotiated between the UK and the European Union. In terms of potential growth, I'll turn to Ben to go through the details, but the one thing, just on a high level, I know you know this Chris, is that the labour supply, we're running out of road on labour supply."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,16,answer,10,BoE_201711_transcript_10,7,13,5,"I mean, unemployment as, again, very low participation rate, very high net migration, less than previously, you know, notably less than previously. I think you'll find that our productivity forecast is not that dissimilar from the OBR's in terms of, the OBR's new productivity forecast which came out, well, you'll know better than I, in the last month. We have that recovery in productivity over the forecast, albeit not to historic averages, but that's, in our judgements, quite prudent, having been persistently disappointed on productivity, number one. Number two, recognising lower investment that is happening in the economy relative to what would be needed to materially move it up. Number three, from company visits and surveys and other aspects, recognising that some of these challenges, in terms of the reorientation of activity from Europe to rest of world, the early stages of that are weighing a bit, but Ben."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,18,answer,11,BoE_201711_transcript_11,0,10,11,"Well it's an impossible question to answer because, you know, we just took a decision, and every member of the MPC weighed in on the merits. I would emphasise that, and it is noted in the minutes, that those who felt that now wasn't the time to raise interest rates started from a position where they shared the exact same framework as everyone else, as on the MPC. Not just, obviously, in terms of the 2% inflation target and the remit, but that the core issue is thinking about this trade-off and optimising this trade-off, given we're in exceptional circumstances. The differences in opinion which you would expect with nine individuals looking at a complex economy, are based on different views on 10 the economic outlook, and some of the relationships in those economies, and wanting, in some cases, more information in order to make those judgements. As Dave said earlier, they'll have opportunity to go into that in more detail, so I wouldn't want to predict. In the end, the framework is the same, and we're going to be in exceptional circumstances for, you know, a period of time, certainly until there's clear resolution of the future relationship, and even then, maybe longer than that, given the scale of some of the adjustments that may be required in the economy. What's important is that people understand what we're trying to achieve, the, sort of, collective limits of tolerance in terms of that trade-off for the committee. Then different people will have different views on where the economy is going, the balance of supply, demand, exchange rate, and monetary policy decisions will flow from that. That way, people observing the bank and people who are sitting on the committee can make their decisions. I'll make one last point which just relates to the last thing that Ben said to Chris's question. Which is, and this is an important point, is that one of the things that we had expected and hadn't fully seen in the data, but we're seeing in discussions with companies and in surveys, was that there would be some rotation of the components of demand over the course of this year, away from consumption, and greater weight on net exports and investment particularly."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,18,answer,12,BoE_201711_transcript_12,11,15,4,"That is now showing up in the hard data, it is corroborating what we had thought we had been seeing on the ground, and that is a very positive development, because it means the economy is operating, it's not operating on one engine, it's operating on multiple engines, and corporate balance sheets are in good shape. As long as we have access to markets, those, you know, the export performance can continue. So that also plays into, obviously, our outlook and the decision in reasons why we think the economy has momentum relative to its growth of potential. Governor, can you tell us what needs to be done to boost the economy's productive capacity, and if there's any hints you've got for other policy makers on what they could do to help, what they could do to help smooth that, and push the economy onto the right path?"
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,21,answer,13,BoE_201711_transcript_13,0,6,5,"At the last point on it, the last time we had a decade of negative real income growth was exactly that period, the 1860s, and so there is a corollary there, and I think Ben's point, which is implicit, which is that it does require, you know, sustained effort on a variety of fronts. All those issues, obviously, as you know, Tim, are away from the Bank. All we can do is, you know, price stability, financial stability, those are foundational, but the big issues are for others. Could you talk a little bit about how the MPC is thinking about this, particularly in light of, as Jason mentioned, global shifts in monetary policy that appear to be affecting exchange rates, and the UK's large current account deficit? How much of an influence is Sterling having in your thinking?"
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,24,answer,14,BoE_201711_transcript_14,1,7,6,"The issue, the core, I don't want to get super drawn on exchange rates. The core issue which we've been addressing since the start of last year, of 2016, when the referendum, it became apparent that there was going to be a referendum, has been the depreciation of Sterling, which is the market's judgement of a real income shock. It's that fact, that it's a fundamentally driven move, by and large, you know, directionally, by a fundamentally driven move, which puts us in a position where we have been thinking about this trade-off and moving beyond. You've explained today's increase as a fairly straightforward decision related to your inflation remit. I was wondering, how much of a more long-term factor is there, also, in the fact that we've just been through ten years of incredibly low interest rates, it was necessary, obviously, but it had drawbacks as well, possibly asset bubbles, savers being, also, suffering from that. The question I have to you is, how much do you think the benefits of the low interest rate period is now slowly outweighed by the drawbacks of that?"
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,25,answer,15,BoE_201711_transcript_15,0,10,10,"No, in aggregate of benefits of running appropriate policy clearly outweighing drawbacks, drawbacks can be addressed by other policy instruments, whether they are distributional. Although I would make a note here that actually, over the course of, since the crisis, for example, since quantitative easing was introduced in the United Kingdom, inequality, both on an income and wealth basis, has gone down in the United Kingdom, not up, on a quintile basis. On top of that, there's been 2.5 million more people put into work, which is, of course, the biggest contributor to improving distributions. There are issues, there certainly are issues that can emerge in the financial sector because of low interest rates, because of complacency around low interest rates. We have, at this institution, a range of other policies and powers to influence those. We are the regulator of the banks, we have macro-prudential tools, which we have deployed, and they are better targeted to some of the side effects. We need to be held to account, obviously, to those, but swinging interest rates to address those issues, and having an economy that's not operating at its potential, having more people out of work, having inflation too low over time, at a time when there are still relatively high debts in the economy, not only is just off mandate, off remit, but it's counter-productive. I wanted to ask, so you've made it clear how, if something good happens with Brexit, like, we reach a transition deal or we understand what's going to be the next step, that would be taken into account by the Bank and possibly change the policy and outlook. How bad do things have to be for you to take that into account? In October, we didn't get sufficient progress, but as far as I understand, that didn't impact the bank's assumptions on Brexit, so if, by December, for example, we don't get anything, will that then be taken into account?"
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,26,answer,16,BoE_201711_transcript_16,1,7,7,"What matters, whether it's good or bad, is ultimately how it effects what businesses and households in the UK, how they react to it. So in general, Brexit is, for UK businesses, in general, there is a substantial proportion of those businesses, it depends on your 12 survey, but let's call it something a little less than 50%. Something material, sort of, 40% to 50% of UK businesses are affected by Brexit, and about half of those feel that it's a material effect, so it's materially affecting their plans, and that shows up in the aggregate numbers now, as we had long expected. Those businesses, in general, they are anticipating, ultimately, an agreement. They are not managing to the absence of an agreement, they are anticipating some form of transition. They're not managing to the absence of transition, in general. There are exceptions, but in general, that is the case."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,26,answer,17,BoE_201711_transcript_17,8,15,7,"So it's, I say that to, sort of, ground my answer, which is that what matters to us is what people thing is going to happen, and how they react to it. So a little more progress, or a little less progress, will matter for the economy to the extent to which people change their attitudes, and change their spending plans, both positively and negative, on supply and on demand. At some point, obviously, between now and the expiration of Article 50, there will be some form of agreement, or not, I suppose, but some form agreement on both transition and on end state. At that point, it is likely to be a focal point for people to stop, reassess, recalibrate, move forward, ideally, with some plans that have been delayed or deferred, and then we would take that into account. So things changing on the margin, I mean, we obviously track it, but it's not us sitting there handicapping a deal, it's what agents, if I can use that term, businesses and households in the economy think, expect and how they react, and so our forecast has those reactions in there, as people are behaving today. So my initial question was relatively similar to the one we've just had, but a lot of media focus, generally, kind of, focuses on X amount of thousand job losses we could see in the financial sector. So in terms of you giving yourself a framework for determining how you could adjust your policy, could it be argued that ultimately, the banking sector, they could eventually run out of patience at some point, and at that point, that could be the catalyst for you to possibly act?"
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,29,answer,18,BoE_201711_transcript_18,0,4,5,"No, for it to have a material macro-effect, as important as the financial sector is, it would have to be more broadly across a range of sectors in order to, in my judgement, in order to have a big enough effect on the economic outlook that would influence policy because as important as the financial sector is, this is, we're talking about the European component of the business in the financial sector. I would add as well, if I may, just, so the detailed point of explanation, which is that that number, which is, you know, not a Bank number, it's a consultancy number, but it's, in our view, it's a plausible, possible number in the fullness of time, and very much in the fullness of time. It would require no future agreement with the European Union for financial services, and would require a series of supervisory decisions made both in the continent and here in order for that to take place. So something like that is fairly far off the horizon, certainly from a monetary policy perspective. It's not something we are sitting here, as the MPC, highly focussed on exactly what's happening, you know, quarter-by-quarter, week-by-week with banks' business plans."
BoE_201802_transcript,20180208,transcript,Mark Carney,governor,3,answer,0,BoE_201802_transcript_0,0,13,13,"We've given some relative guidance, so things relative to where things were in November. There was a market curve in November and an outlook for inflation, relative to that which we used in November, which was supplied by the market. We think things have moved along, not least because of the strength of the global economy, but we're not going to tie our hands to a specific path for rates going forward. We are reiterating, though, and I think, importantly for your viewers, that these are interest rate cycles unlike those that they would have experienced in the past. If you think about past rate cycles, on average since independence you would have about two increases, a little less than two on average, two increases per quarter of interest rates, and just less than 1½% of increases overall. The average rate of bank rate since independence of the NPC prior to the financial crisis was 5%. In fact, you can stretch it back to the average rate for bank rate and its equivalent, back to the founding of the Bank of England, 1694, it's also around 5%. That's what 'limited' means, and we're not talking about going in that historic pace, that's what 'gradual' means, but beyond that general direction, I don't think it's sensible, nor do my colleagues on the committee think it's sensible to paint out a specific path of rates. I think it's important that people understand that, where the economy is, we have unemployment at its lowest since the mid '70s. There's very little slack, so to speak, left in companies. The speed limit of our economy has gone down since the financial crisis. It's a little more than half of what it was prior to the financial crisis, and that means that, you know, what's relatively modest growth by historic standards means that we put ourselves in a situation where inflationary pressures build, and there may need to be adjustments. There needs to be adjustments to interest rates, but all within the context of what I said at the start."
BoE_201802_transcript,20180208,transcript,Mark Carney,governor,5,answer,1,BoE_201802_transcript_1,2,10,7,"First, you are trying to tie me down, even though you said you weren't at the start, and then with the way you link it back in the end, but that's fair. Secondly, the words are not the same as they were in September, and thirdly, part of the reason-, they're similar, but they're not the same. I mean, you're an aficionado of this, you can understand. My third point is part of the explanation of that, which is, one of the things that has changed, or one of the things that was present in the run up to September, is that the markets weren't really responding that much, or certainly not responding consistent to historic experience, to the underlying data. In fact, I think there's a bank underground piece on this that came out a few weeks ago, for what it's worth, but you can do your own analysis. Effectively, UK data was surprising on the upside, but market probabilities weren't moving, and it was understandable to the extent that, if people had formed an opinion, that it was impossible that rates would adjust during the negotiation, this period of negotiation during Brexit. What we had been stressing throughout, was that we are in exceptional circumstances."
