doc_id,date,doc_type,speaker,speaker_role,turn_idx,turn_type,text,sent_idx
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,6,answer,"So that range has moved down noticeably from- previously it was 5. to 5.5, and it's now moved down to 5. to 5.2.",3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,6,answer,And downward revisions to the longer-run normal unemployment rate in a way suggests that participants are seeing more slack in the economy now than they previously did.,4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,6,answer,So I think both of those things would point to downward revision in the funds rate path.,5
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,8,answer,"Well, when an economy is operating at the so-called zero lower bound, there-it creates a situation where there are asymmetric risks.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,8,answer,"It is possible, if the economy proves stronger than is expected, to respond to that by tightening policy.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,8,answer,"If there are adverse shocks to demand that tend to push inflation and economic performance in an adverse direction, it's not possible to lower rates.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,8,answer,"Of course, that's a reason why, for a number of years, we engaged in active asset purchase programs.",3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,8,answer,"So there is a situation there of asymmetric risks, and it does point in the direction of waiting longer to raise rates.",4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,8,answer,"But I would say that this is an influence that we-and a set of considerations-that we have long been aware of and have been taking into account, so that it's not something that just comes into play now.",5
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,8,answer,"It is a reason that we have held our rates at 0 to ¼ percent for, now, roughly six years.",6
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,8,answer,"So, we are seeing an economy that's growing above trend, the labor market is improving.",7
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,8,answer,"I think some of the headwinds that have long been holding the economy back are beginning to recede, which is a reason that the Committee wants to be able to evaluate incoming data and consider when it may be appropriate to finally raise rates.",8
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,8,answer,But that is a consideration we have long taken into account.,9
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,10,answer,"So, in terms of certainty and providing metrics, we provided a metric or a threshold of 6½ percent several years ago and told market participants and the public that we wouldn't consider it appropriate to raise rates as long as the unemployment rate was higher than that level, as long as inflation was well contained.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,10,answer,"But our policy needs to be data dependent, and we need to respond to incoming data and our assessment of incoming data in terms of where we think the economy is heading and how close we are to our objectives.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,10,answer,Of course we can't provide certainty because we're not certain what the data will look like and how the economy will evolve.,3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,10,answer,"And to achieve our objectives, we need to watch the data, continually reformulate our best guesses-our forecasts of where the economy is going-and respond appropriately.",4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,10,answer,And we can't provide certainty and shouldn't provide certainty because economic developments that will unfold are uncertain.,5
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,10,answer,And what market participants should be doing is looking at incoming data just as we are and forming their expectations for where policy will be going and should be going just exactly as we will be doing by attempting to understand economic developments as they unfold.,6
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,10,answer,"And that's-that is what we're trying to say in this statement, that that's what we will be doing going forward.",7
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,10,answer,And we don't want to-and don't think it's appropriate at this point-to provide calendar-based guidance.,8
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,14,answer,"Well, I guess we said the risks to the outlook are balanced.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,14,answer,"And, I mean, certainly we could raise rates in a situation where the risks are balanced.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,14,answer,"We need to see, as we have said, we want to see further improvement in the labor market, and we want to feel reasonably confident that the economy is on a trajectory where we will achieve our 2 percent inflation objective.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,16,answer,"And the mean-often the mean or even the median of those measures does not line up very well with actual inflation, so they seem to be biased.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,16,answer,"Nevertheless, they do seem to be useful in predicting actual movements in inflation.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,16,answer,"And because we think inflation expectations are a determinant of price setting, we need to be looking at the best data that we can, even if it's imperfect, in trying to gauge inflation expectations.",3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,16,answer,"Now, the fact that survey measures are stable, even if they are stable at levels consistent with inflation objectives that a central bank wants to achieve, that's not a guarantee that inflation will, over time, move to be consistent with those expectations.",5
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,16,answer,"An example is Japan, I would give you, where for many years the households and businesses expected positive inflation but there was a consistent undershoot.",6
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,16,answer,"So, this isn't a single metric that is perfect, but it's one of many things we'd look at.",7
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,16,answer,We also look at measures of inflation expectations based on market differentials between nominal and real or TIPS yields.,8
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,16,answer,"They're also informative but can move around for reasons pertaining to liquidity in the Treasury market and in the TIPS market, and also because of changing perceptions of inflation risk.",9
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,16,answer,And we want to look at both things and not take away any simple morals.,11
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,18,answer,"Well, I don't want to comment on those particular sectors.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,18,answer,"You know, as we said in the report, overall measures of equity valuations are on the high side but not outside of historical ranges.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,18,answer,"In some corporate debt markets, we do see evidence of unusually low spreads, and that's what was referred to in the report.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,18,answer,"More broadly, we do try to assess potential threats to financial stability.",3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,18,answer,"And in addition to looking at asset valuations, we also look at measures of credit growth, of the extent of leverage being used in the economy and in the financial sector, and the extent of maturity transformation.",4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,18,answer,"And taking into account a broad range of metrics that bear on financial stability, our overall assessment at this point is that threats are moderate.",5
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"So, I believe the Federal Reserve is already one of the most transparent central banks of any around the globe.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"We provide an immense amount of information, both financial-about our balance sheet-and our monetary policy operations.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"If you want to know exactly what's in the SOMA portfolio, it's listed on the New York Fed website on a CUSIP-by-CUSIP basis.",4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"We have, you know, statements that we release right after meetings and transcripts within five years.",7
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"So, if you put all that together, we are a transparent central bank.",8
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"With respect to congressional changes that are under consideration that would politicize monetary policy by bringing Congress in to make policy judgments about, in real-time, on our monetary policy decisions.",9
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"Congress itself decided in 1978 that that was a bad thing to do, that it would lead to poor economic performance, and they carved out this one area of policy reviews, of monetary policy decisionmaking, from GAO audits.",10
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,The GAO looks at everything else that goes on within the Fed.,11
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,And I think that that is a central bank best practice.,12
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,The global experience shows that giving central banks independence to make monetary policy decisions that they think are in the best interest of the country and consistent with their mandates leads to lower inflation and more stable macroeconomic outcomes.,13
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"So, I feel very strongly about that, but we are accountable to Congress.",14
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"Of course, we're ready to provide information that Congress needs to evaluate the Fed's decisionmaking, in monetary policy and elsewhere.",15
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"With respect to monetary policy rules, they can be useful, and I find them useful-and long have-as a kind of benchmark for thinking about what might be the appropriate stance of policy.",16
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"But to chain a central bank to follow a simple mathematical rule that fails to take account of many things that are very important in making monetary policy-for example, I was earlier asked about being against the zero lower bound, which is an important special consideration- that would be a very foolish thing to do, and I oppose it.",17
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"With respect to proposals having to do with voting and the structure of the Fed that you mentioned, a lot of ideas have been mentioned.",18
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"I would say, for my part, I think the Federal Reserve works well.",19
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,The system we have was put into place by Congress decades ago.,20
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"Of course, Congress can revisit the decisions it's made about the structure of the Fed.",22
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"There were good reasons for making the decisions that were made about how to structure voting and other things, but-and I don't think the system is broken, I think it's working well.",23
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,20,answer,"But, of course, it's up to Congress to review that.",25
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,22,answer,"So, with respect to the impact of the dollar on the U.S. economy, I don't have a quantitative estimate to offer you, but I certainly expect net exports to serve as a notable drag, this year, on the outlook.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,22,answer,"But, remember, we have to put that in context: There are a lot of things that affect the U.S. outlook, and while that is serving as a drag on economic growth, overall the Committee continues to see sufficient strength-particularly in private spending-that we are expecting above-trend growth, even so.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,22,answer,"With respect to our neighbors, we look very carefully at what's happening in the global environment.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,22,answer,"We realize that our own policies affect performance in the rest of the world, and that performance in other countries has an influence on us, so we spend a good deal of time discussing global developments.",3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,22,answer,"It is important for us to keep our own house in order, to put in place the policy that's consistent with the objectives that Congress has given us, and I think a strong U.S. economy certainly is something that is good for other countries as well.",4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,22,answer,"We have pledged to communicate as clearly as we can about monetary policy, and I am trying to do that, and will continue to do so.",5
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,22,answer,"What about the risk of waiting too long, especially since it can take a while for Fed actions to work their way through the economy?",9
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,23,answer,"Many, many studies over decades and decades have showed that there are lags in the way monetary policy affects the economy, and, therefore, monetary policy does have to be forward looking.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,23,answer,"That's why we spend so much time preparing forecasts and discussing them, and we want to put in place a policy that will be appropriate for where the economy is heading.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,23,answer,"That's-that is, you know, a reason that many of my colleagues-most of my colleagues-are anticipating that it will be appropriate to begin to tighten policy sometime this year.",3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,23,answer,"In spite of the fact that they are projecting that inflation will be low, they're looking forward and they see that, by the end of 2016 or 2017, with the labor market recovering, and assuming that inflation expectations remain stable and transitory influences no longer affecting inflation, they see inflation heading back to our 2 percent objective.",4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,23,answer,"So just as we don't want to be premature in tightening policy and aborting a recovery that we have worked long and hard to proceed as far as it has, we also don't want to be behind the curve in beginning to tighten given those lags.",5
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,25,answer,"So, let me say that the Committee and I, personally, take very seriously our responsibility to safeguard confidential information.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,25,answer,We have a set of policies and procedures that are in place that we're to follow if we believe that there have been leaks of confidential information.,1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,25,answer,"And this is something that doesn't occur very often, but if it does occur, we follow those procedures.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,25,answer,"It has been reported that our Inspector General is engaged in a review at this time of this matter, and in light of that ongoing review, I'm not going to get into details, but let me just say that we welcome that review and are looking forward to its conclusions.",3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,25,answer,"With respect to Congress, congressional inquiries-we have arranged to brief members of Congress who've asked about this, and we'll certainly cooperate in trying to provide them the information that they seek.",4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,27,answer,"Well, it's certainly been-I mean, it's certainly been very disappointing to see what have been some really brazen violations of the law, and we absolutely expect the banks that we supervise to comply with the law and to have in place controls that ensure compliance in organizations.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,27,answer,"And while changing the culture of organizations is not something that we can achieve through supervision, we will make sure that the banks that we supervise have appropriate compliance regimes in place.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,27,answer,"And to the extent that compensation schemes might be incenting such behavior that inappropriately rewards risk-taking, that's something that was-we will, you know, look for in our supervision as well.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,29,answer,"Well, the agencies-the agencies are working jointly to bring out a rule on this, but we do have supervisory policies in place concerning the structure of incentive pay and compensation, and our supervision covers that topic now.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,29,answer,"And we have seen, I think, meaningful changes already in the structure of compensation and banking organizations to diminish ways in which it might incent risk-taking.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,31,answer,That is an allegation that I don't believe has any basis in fact.,0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,31,answer,"I'm not going to go into the details, but I don't know where that piece of information could possibly have come from.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,33,answer,"So, the focus of regulators-the banking regulators-is safety and soundness, and what we want to see is changes made as rapidly as possible that will eliminate practices that are unsafe and unsound.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,33,answer,"We can't-only the Justice Department can bring criminal action, and they have taken up cases where they think that that's appropriate.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,33,answer,"In some situations, when we are able to identify individuals who were responsible for misdeeds, we can put in place prohibitions that bar them from participating in banking, and we have done so and will continue to do so.",3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,35,answer,"So, we issued in September a set of normalization principles, and, as you noted, the Committee indicated that we will eventually cease reinvestments or diminish the pace of reinvestments as a way of gradually reducing the size of our portfolio over time.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,35,answer,"We said we would do that when economic conditions were appropriate after we begin raising rates, because we want changes in the-our target range for the federal funds rate to be the main tool by which we shift the stance of monetary policy.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,35,answer,"We've not made any decision at this point about how long it will be, once we begin to raise rates, before we reduce or cease reinvestment.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,35,answer,"We will see how things go, and the Committee will revisit that and make a decision at a later time.",3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,35,answer,You also indicated that we have a substantial quantity of Treasuries that will roll off our balance sheet over the next several years.,4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,35,answer,"That's true, and that will-I think, over the next two years, almost $800 billion will mature-and that they will be short-term, obviously, Treasuries at that point, and that's a way in which we anticipate diminishing the size of our portfolio.",5
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,37,answer,"That's something for which we've made no plans, and I don't really have anything for you on that.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,39,answer,"Well, I agree, it has been very low-it's been disappointingly low.",0
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,39,answer,A positive aspect of what is fundamentally a disappointment is that the labor market has improved more rapidly than might have been expected given the pace of economic growth.,1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,39,answer,"So the unemployment rate has come down more rapidly than I would have expected, and the labor market has improved more rapidly than I would have expected.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,39,answer,"In the long run, it is a disappointing factor about the ultimate prospects for the U.S. economy if it continues.",4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,39,answer,"I would expect it to pick up, and as you can see from the longer-run growth projections, most FOMC participants believe it will pick up above current levels.",5
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,39,answer,"But it means it's something that would, if it persists, retard living standards and would likely retard real wage growth and improvement in living standards for ordinary households.",6
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,41,answer,"I said this previously, and let me reiterate it, that every meeting that the Federal Open Market Committee has is a live meeting at which we could make a decision.",1
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,41,answer,"Clearly, if we decided for the first time to raise the federal funds rate, it is something-I think it would be appropriate to answer questions and explain in more detail.",2
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,41,answer,We have long had the capacity to call a press conference after a meeting that we would hold by teleconference-by conference call-and that's a capacity that was used on a number of occasions by my predecessor during the financial crisis.,3
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,41,answer,It is something that remains a capacity we have and would expect to use if it were necessary.,4
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,41,answer,"On the second part of your question, with respect to testimony, you know, it's very important for the Federal Reserve to be accountable to Congress.",5
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,41,answer,"We have a wide range of responsibilities, and it's entirely appropriate for me to testify and be quizzed on a range of topics by members of Congress.",6
FOMCpresconf20150318,20150318,presconf,CHAIR YELLEN,chair,41,answer,"I-you know, I think I need to be ready to answer questions on any aspect of Federal Reserve behavior, and that's an important principle.",7
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,"Well, there are obviously a range of opinions, both in the market and among Committee members, at this time on what the appropriate stance of policy is likely to be later this year and next year.",0
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,"But, importantly, the-when the people write down their dots in the SEP, they're making forecasts about what unfolding data is likely to show.",1
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,But the participants will all be-their views will evolve with unfolding data.,2
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,"For all of us, the appropriate policy decision is going to be data dependent, and all of us will be looking at incoming data.",3
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,And our opinions about the appropriate timing of normalization are likely to shift as we look at how the data evolves.,4
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,"Differences in the appropriate assessments of the appropriate stance of policy-in addition to reflecting different views on the outlook, there are a set of risks that all of us need to weigh in judging on the- judging the appropriate time of the beginning of normalization.",5
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,"On the one hand, waiting too long to begin normalization can risk significantly overshooting our inflation objective given the lags in the operation of monetary policy.",6
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,"And, on the other hand, beginning too early could risk derailing a recovery that we have worked for a very long time to try to achieve.",7
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,"But I want to emphasize, sometimes too much attention is placed on the timing of the first increase in the federal funds rate.",9
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,"And what should matter to market participants is the entire trajectory, the entire expected trajectory of policy.",10
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,2,answer,"And, again, while our actual policy decisions will have to evolve in light of what really does happen in the economy, the Committee, as you can see by the SEP projections, currently anticipates that conditions will evolve in the economy in a manner that will make it appropriate to raise the federal funds rate gradually over time.",11
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"Well, it's a judgment that the Committee is-will have to make, and, as I've said previously and as we've said in the statement, it will depend on a wide range of data and not on any simple indicators.",0
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"So I can't provide you-it would be wrong for me to provide you a roadmap that said something as simple as, if the unemployment rate declines to X, that then the labor market will have improved enough for us to begin to raise policy.",1
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"Obviously, we have to look at the pace of job creation.",2
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"We have to look at what's happening to labor force participation, to part-time employment for economic reasons, to job openings, to the pace of quits, to wage inflation, and other indicators of the state of the labor market.",3
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"I did say when we agreed that labor market slack has diminished to some extent in the intermeeting period, and, clearly, over a longer span of time, over the last several years, obviously we've made considerable progress in moving toward our goal of maximum employment.",4
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"So, in spite of the fact that there is some progress on that front, the Committee wants to see some further progress before feeling that it will be appropriate to raise rates.",5
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"On inflation, again, there has been some progress, in the sense energy prices appear to have stabilized.",6
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"Now, inflation is going to-overall inflation is likely to run at a low level for a substantial period of time.",7
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"The big declines in energy prices came toward the end of last year and the beginning of this year, and they're not going to wash out of the inflation data until late in this year.",8
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,But the fact that energy prices have stabilized means that the pressure from that source is diminishing.,9
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"And, with respect to core inflation, it has been running under our 2 percent objective, but declining import prices have been reducing that pressure.",11
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"I believe that as the labor market continues to improve and as our confidence in that forecast rises, at least for me, my confidence will also rise that inflation will move back up toward 2 percent.",12
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,4,answer,"I expect that to, over time, put upward pressure on core inflation.",13
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,6,answer,"Okay, so on the first question you asked about the 2004-06 rate increase cycle.",0
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,6,answer,"Throughout that period, the Fed indicated that rates would rise at a measured pace, and that turned out to be, I believe, 17 meetings, with 25 basis point increases at each meeting.",1
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,6,answer,"As I've emphasized, previously, we have-absolutely do not expect to follow any mechanical 25 basis points a meeting, 25 basis point every other meeting, no plan to follow any type of mechanical approach to raising the federal funds rate.",2
FOMCpresconf20150617,20150617,presconf,CHAIR YELLEN,chair,6,answer,We will evaluate incoming conditions and move in the manner that we regard as appropriate.,3
